pkg_sort,pkg_url,pkg_title,pkg_full_title,pkg_price,pkg_flow_size,pkg_content,pkg_image_urls,pkg_images
我的专享,http://www.189.cn/products/187361177622.html?intaid=jt-liuliang-wdzx-02,15元3天假日包,非账单支付假日流量3天包201804 15元,￥15.00,三天包   15元3GB,适用范围1.适用于中国电信除时长型套餐、天翼20G/40G套餐等已发文明确不允许订购流量包的套餐以外的所有手机用户开放2.适用于预付费及后付费用户订购及生效规则1.流量包内流量，可用于4G、3G、2G上网方式，仅限于大陆地区使用，不含港澳台，不含WLAN（Wi-Fi）上网。2.流量抵扣顺序：定向流量包、视频流量包、赠送闲时流量、闲时流量包、非账单支付假日流量包、假日流量包、畅聊流量包、后向全国流量月包、赠送全国流量、套餐内全国流量、非账单支付流量加餐包、流量加餐包、包月流量包、后向全国流量季包、非账单支付季/半年/年包流量、季/半年/年包流量，超出后执行套外流量资费。具体扣减规则以省内为准，详询请致电10000。3.订购成功当日立即生效，流量有效期自受理成功当日（为第一自然日）至第三个自然日的24:00（支持跨月）；4.在此包未使用完前，申请新包，流量不合并，老流量包有效期不变，新流量包有效期按订购时间算。5.此包不参与套餐分享，副卡不可分享主卡订购的此包内流量，副卡可单独订购此包。6.包内流量，不计入套餐外流量及费用的封顶值计算。7.流量包内的剩余流量不参加次月结转。8.此流量包不能抵扣已经产生的套餐外流量。9.具体扣减规则以省内为准，详询请致电10000。10.不支持四川、西藏、江西用户订购。,['http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000FB188F263C9344FA8168CF396D52404E.png'],"[{'url': 'http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000FB188F263C9344FA8168CF396D52404E.png', 'path': 'full/d492bc333e050394f4e9a776f8f8bafdcbf676af.jpg', 'checksum': '98d1ecc99f458384e9ba49328248fd22', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/197361240546.html?intaid=jt-liuliang-dg-03,中国台湾3日包,68元中国台湾3日畅享流量包,￥68.00,68元中国台湾3日畅享流量包,一、 业务规则：1、国漫功能：符合实名登记或实名制认证要求的中国电信后付费用户（后付费：先消费，月底计算当月消费金额，次月缴费），订购前需先开通国际及港澳台地区漫游权限功能。2、主副卡不共享：副卡不分享主卡订购的中国港澳台地区包天流量包内业务量，副卡可单独订购。3、上网方式：流量包内流量为流量包目的地漫游流量，在中国大陆境内不扣减，可用于目的地4G、3G、2G上网方式，不含WLAN（WiFi）上网。4、中国台湾：客户在当地每日（北京时间0时-24时）封顶资费内享有400MB高速上网流量（实际上网速率取决于当地运营商网络情况），当日高速上网流量耗尽后免费使用低速流量（最高上网速率384kbps）。次日0时（北京时间）恢复每日封顶资费内享有400MB高速上网流量和全天免费低速流量模式。实际流量规格以漫游业务专区各地区说明为准。二、 其他业务规则：1、所有时间以北京时间为准。2、生效：有效期为90天，指用户订购成功后，在有效期内首次激活并产生流量即为有效。流量包生效状态及生效时间都将以短信方式提醒用户。3、激活：有效期内，在目的地首次使用国际流量即为激活。4、使用后失效：港澳台包天流量包生效后，失效时间从生效时间起按自然天计算（以下时间均以北京时间为准）。生效当天为第1天，第1天过24：00后为第2天，……，第n天过24:00后流量包失效（n指销售品名称中定义的天数）。5、未使用失效：用户订购港澳台包天流量包成功后，90天内未在适用漫游地产生数据上网流量，该流量包不能再激活使用。6、退订：港澳台包天流量包不允许变更、退订，允许拆机。号码成功开通后，无论是否在适用漫游地产生数据流量，均无法退费。7、叠加和优先级规则：相同方向或范围的漫游流量次包产品均可叠加订购，订购次数上限为5次。多个相同方向或范围的漫游流量产品叠加，根据优先级顺序依次激活，只允许存在一个流量包处于激活状态，激活后连续抵扣，多个不同方向或范围的漫游流量产品可以同时有效。 8、公平流量使用原则：流量服务受各地运营商网络公平原则约束，当客户于短时间内使用过多流量或达到公平使用量，运营商将有权对客户进行限速。 9、由于客户的通信消费信息需要当地合作运营商提供，按照国际惯例，国际/港澳台漫游相关费用可能出现延迟现象，实际消费以最终账单为准。10、根据部分境外运营商的计费规则，漫游登记在其网络上的用户拨打电话或发送短信时，尽管振铃后对方未接听或发送短信后对方未成功接收，但由于占用了其网络通信信道，仍会向主叫用户收取通信费用，特此提醒您注意。11、支持全国31省中国电信用户订购。,['https://www.189.cn/images/2019/9/10/1/00000000994766BF95544F6B93A7DE7576FA10A5.png'],"[{'url': 'https://www.189.cn/images/2019/9/10/1/00000000994766BF95544F6B93A7DE7576FA10A5.png', 'path': 'full/76de1124e80198079360a28aa46b18bca915cc42.jpg', 'checksum': 'cba3810806783761dcec8dec137bc1c6', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/197361240544.html?intaid=jt-liuliang-dg-01,中国香港3日包,68元中国香港3日畅享流量包,￥68.00,68元中国香港3日畅享流量包,一、 业务规则：1、国漫功能：符合实名登记或实名制认证要求的中国电信后付费用户（后付费：先消费，月底计算当月消费金额，次月缴费），订购前需先开通国际及港澳台地区漫游权限功能。2、主副卡不共享：副卡不分享主卡订购的港澳台地区包天流量包内业务量，副卡可单独订购。3、上网方式：流量包内流量为流量包目的地漫游流量，在中国大陆境内不扣减，可用于目的地4G、3G、2G上网方式，不含WLAN（WiFi）上网。4、中国香港：客户在当地每日（北京时间0时-24时）封顶资费内享有400MB高速上网流量（实际上网速率取决于当地运营商网络情况），当日高速上网流量耗尽后免费使用低速流量（最高上网速率384kbps）。次日0时（北京时间）恢复每日封顶资费内享有400MB高速上网流量和全天免费低速流量模式。实际流量规格以漫游业务专区各地区说明为准。二、 其他业务规则：1、所有时间以北京时间为准。2、生效：有效期为90天，指用户订购成功后，在有效期内首次激活并产生流量即为有效。流量包生效状态及生效时间都将以短信方式提醒用户。3、激活：有效期内，在目的地首次使用国际流量即为激活。4、使用后失效：港澳台包天流量包生效后，失效时间从生效时间起按自然天计算（以下时间均以北京时间为准）。生效当天为第1天，第1天过24：00后为第2天，……，第n天过24:00后流量包失效（n指销售品名称中定义的天数）。5、未使用失效：用户订购港澳台包天流量包成功后，90天内未在适用漫游地产生数据上网流量，该流量包不能再激活使用。6、退订：港澳台包天流量包不允许变更、退订，允许拆机。号码成功开通后，无论是否在适用漫游地产生数据流量，均无法退费。7、叠加和优先级规则：相同方向或范围的漫游流量次包产品均可叠加订购，订购次数上限为5次。多个相同方向或范围的漫游流量产品叠加，根据优先级顺序依次激活，只允许存在一个流量包处于激活状态，激活后连续抵扣，多个不同方向或范围的漫游流量产品可以同时有效。 8、公平流量使用原则：流量服务受各地运营商网络公平原则约束，当客户于短时间内使用过多流量或达到公平使用量，运营商将有权对客户进行限速。 9、由于客户的通信消费信息需要当地合作运营商提供，按照国际惯例，国际/港澳台漫游相关费用可能出现延迟现象，实际消费以最终账单为准。10、根据部分境外运营商的计费规则，漫游登记在其网络上的用户拨打电话或发送短信时，尽管振铃后对方未接听或发送短信后对方未成功接收，但由于占用了其网络通信信道，仍会向主叫用户收取通信费用，特此提醒您注意。11、支持全国31省中国电信用户订购。,['https://www.189.cn/images/2019/9/10/1/00000000ED94ECB768CF4A5E9D6962270478F000.png'],"[{'url': 'https://www.189.cn/images/2019/9/10/1/00000000ED94ECB768CF4A5E9D6962270478F000.png', 'path': 'full/52f266a34be9c6bbbf01d5ced9947921be9c9b10.jpg', 'checksum': 'd7f4865909c689a40247a6c289467356', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/197361240694.html?intaid=jt-liuliang-dg-02,中国澳门3日包,68元中国澳门3日畅享流量包,￥68.00,68元中国澳门3日畅享流量包,一、 业务规则1、国漫功能：符合实名登记或实名制认证要求的中国电信后付费用户（后付费：先消费，月底计算当月消费金额，次月缴费），订购前需先开通国际及港澳台地区漫游权限功能。2、主副卡不共享：副卡不分享主卡订购的港澳台地区包天流量包内业务量，副卡可单独订购。3、中国澳门：用户在当地享有全天高速上网流量（实际上网速率取决于当地运营商网络情况）。二、 其他业务规则1、所有时间以北京时间为准。2、生效：有效期为90天，指用户订购成功后，在有效期内首次激活并产生流量即为有效。流量包生效状态及生效时间都将以短信方式提醒用户。3、激活：有效期内，在目的地首次使用国际流量即为激活。4、使用后失效：港澳台包天流量包生效后，失效时间从生效时间起按自然天计算（以下时间均以北京时间为准）。生效当天为第1天，第1天过24：00后为第2天，……，第n天过24:00后流量包失效（n指销售品名称中定义的天数）。5、未使用失效：用户订购港澳台包天流量包成功后，90天内未在适用漫游地产生数据上网流量，该流量包不能再激活使用。6、退订：港澳台包天流量包不允许变更、退订，允许拆机。号码成功开通后，无论是否在适用漫游地产生数据流量，均无法退费。7、叠加和优先级规则：相同方向或范围的漫游流量次包产品均可叠加订购，订购次数上限为5次。多个相同方向或范围的漫游流量产品叠加，根据优先级顺序依次激活，只允许存在一个流量包处于激活状态，激活后连续抵扣，多个不同方向或范围的漫游流量产品可以同时有效。 8、公平流量使用原则：流量服务受各地运营商网络公平原则约束，当客户于短时间内使用过多流量或达到公平使用量，运营商将有权对客户进行限速。 9、由于客户的通信消费信息需要当地合作运营商提供，按照国际惯例，国际/港澳台漫游相关费用可能出现延迟现象，实际消费以最终账单为准。10、根据部分境外运营商的计费规则，漫游登记在其网络上的用户拨打电话或发送短信时，尽管振铃后对方未接听或发送短信后对方未成功接收，但由于占用了其网络通信信道，仍会向主叫用户收取通信费用，特此提醒您注意。11、支持全国31省用户订购。,['https://www.189.cn/images/2019/9/10/1/00000000090289E9026F478B8EC32FFCA25ECC24.png'],"[{'url': 'https://www.189.cn/images/2019/9/10/1/00000000090289E9026F478B8EC32FFCA25ECC24.png', 'path': 'full/8f0c483f72a2b535f94439c188d9e7a67a0accb8.jpg', 'checksum': '961aeb4b51c72a1fe9345cad6f441d40', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/187361225875.html?intaid=jt-liuliang-dg-04,10GB救急包,非账单支付10GB流量救急包60元,￥60.00,10GB/60元,适用范围：1.适用于中国电信除时长型套餐、畅享套餐等已明确不允许订购流量包的套餐以外的所有手机用户开放；2.适用于预付费及后付费用户。使用规则：1.流量包内流量为国内流量，可用于4G、3G、2G上网方式，仅限于大陆地区使用，不含港澳台，不含WLAN（Wi-Fi）上网。2.流量抵扣顺序：定向流量包、畅享视频流量包、赠送闲时流量、闲时流量包、非账单支付假日流量包、1天流量包、3天流量包、7天流量包、30天流量包、畅聊流量包、后向全国流量月包、赠送全国流量、套餐内全国流量、非账单支付流量加餐包、流量加餐包、包月流量包、后向全国流量季包、非账单支付季/半年/年包流量、季/半年/年包流量、畅享升级包、畅享提速包，超出后执行套外流量资费，各省根据省内实际情况微调。具体扣减规则以省内为准，详询请致电10000。3.流量加餐包的包内流量及月功能费，不计入套餐外流量封顶及费用封顶值计算。其他规则：1.生效规则：新老用户均可订购，订购立即生效。订购当月功能费全额计扣，流量全额提供，有效期截止当月底（自然月）。2.不允许变更、退订。3.同一号码可以重复受理，订购次数以当地业务规则为准。4.流量加餐包不参与套餐分享，副卡不可分享主卡订购的流量加餐包内业务量，副卡可单独订购流量加餐包。5.当月剩余流量将无法结转至下月。6.此流量包不可抵扣用户号码已经超出套餐的流量。7.加餐包暂不支持省份：贵州（仅支持订购20元及40元）,['http://image1.chinatelecom-ec.com/images/2018/4/26/1/0000000022357EDAD2DA4494A6FF2E63CABFB570.png'],"[{'url': 'http://image1.chinatelecom-ec.com/images/2018/4/26/1/0000000022357EDAD2DA4494A6FF2E63CABFB570.png', 'path': 'full/bd0f1a301f79ab04b801376b8d8eb871a02fffc7.jpg', 'checksum': '13aac40c9fefc3bedf4f8dd2cc196b80', 'status': 'uptodate'}]"
我的专享,http://www.189.cn/products/187361177621.html?intaid=jt-liuliang-wdzx-01,10元1天假日包,非账单支付假日流量1天包10元,￥10.00,一天包  10元2GB,适用范围1.适用于中国电信除时长型套餐、天翼20G/40G套餐等已明确不允许订购流量包的套餐以外的所有手机用户开放2.适用于预付费及后付费用户订购及生效规则1.流量包内流量，可用于4G、3G、2G上网方式，仅限于大陆地区使用，不含港澳台，不含WLAN（Wi-Fi）上网。2.流量抵扣顺序：定向流量包、视频流量包、赠送闲时流量、闲时流量包、非账单支付假日流量包、假日流量包、畅聊流量包、后向全国流量月包、赠送全国流量、套餐内全国流量、非账单支付流量加餐包、流量加餐包、包月流量包、后向全国流量季包、非账单支付季/半年/年包流量、季/半年/年包流量，超出后执行套外流量资费。具体扣减规则以省内为准，详询请致电10000。3.订购成功当日立即生效，流量有效期自受理成功当日（为第一自然日）至第二个自然日的24:00（支持跨月）。4.在此包未使用完前，申请新包，流量不合并，老流量包有效期不变，新流量包有效期按订购时间算。5.此包不参与套餐分享，副卡不可分享主卡订购的此包内流量，副卡可单独订购次包。6.包内流量，不计入套餐外流量及费用的封顶值计算。7.流量包内的剩余流量不参加次月结转。8.此流量包不能抵扣已经产生的套餐外流量。9.具体扣减规则以省内为准，详询请致电10000。10.不支持西藏、四川、江西用户订购。,['http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000D113CE2841634F179DCD8FE830F1E4BA.png'],"[{'url': 'http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000D113CE2841634F179DCD8FE830F1E4BA.png', 'path': 'full/c632fb37a73823ccc1cfdfe2fa04b0ff0ea45a02.jpg', 'checksum': 'b8c1a7e53c8b29247f8d8a036ec073d5', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/187361225823.html?intaid=jt-liuliang-dg-03,2GB救急包,非账单支付2GB流量救急包20元,￥20.00,2GB/20元,适用范围：1.适用于中国电信除时长型套餐、畅享套餐等已明确不允许订购流量包的套餐以外的所有手机用户开放；2.适用于预付费及后付费用户。使用规则：1.流量包内流量为国内流量，可用于4G、3G、2G上网方式，仅限于大陆地区使用，不含港澳台，不含WLAN（Wi-Fi）上网。2.流量抵扣顺序：定向流量包、畅享视频流量包、赠送闲时流量、闲时流量包、非账单支付假日流量包、1天流量包、3天流量包、7天流量包、30天流量包、畅聊流量包、后向全国流量月包、赠送全国流量、套餐内全国流量、非账单支付流量加餐包、流量加餐包、包月流量包、后向全国流量季包、非账单支付季/半年/年包流量、季/半年/年包流量、畅享升级包、畅享提速包，超出后执行套外流量资费，各省根据省内实际情况微调。具体扣减规则以省内为准，详询请致电10000。3.流量加餐包的包内流量及月功能费，不计入套餐外流量封顶及费用封顶值计算。其他规则：1.生效规则：新老用户均可订购，订购立即生效。订购当月功能费全额计扣，流量全额提供，有效期截止当月底（自然月）。2.不允许变更、退订。3.同一号码可以重复受理，订购次数以当地业务规则为准。4.流量加餐包不参与套餐分享，副卡不可分享主卡订购的流量加餐包内业务量，副卡可单独订购流量加餐包。5.当月剩余流量将无法结转至下月。6.此流量包不可抵扣用户号码已经超出套餐的流量。7.加餐包暂不支持省份：贵州（仅支持订购20元及40元）,['http://image1.chinatelecom-ec.com/images/2018/4/26/1/0000000022357EDAD2DA4494A6FF2E63CABFB570.png'],"[{'url': 'http://image1.chinatelecom-ec.com/images/2018/4/26/1/0000000022357EDAD2DA4494A6FF2E63CABFB570.png', 'path': 'full/bd0f1a301f79ab04b801376b8d8eb871a02fffc7.jpg', 'checksum': '13aac40c9fefc3bedf4f8dd2cc196b80', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/187361177621.html?intaid=jt-liuliang-dg-02,1天日包,非账单支付假日流量1天包10元,￥10.00,一天包  10元2GB,适用范围1.适用于中国电信除时长型套餐、天翼20G/40G套餐等已明确不允许订购流量包的套餐以外的所有手机用户开放2.适用于预付费及后付费用户订购及生效规则1.流量包内流量，可用于4G、3G、2G上网方式，仅限于大陆地区使用，不含港澳台，不含WLAN（Wi-Fi）上网。2.流量抵扣顺序：定向流量包、视频流量包、赠送闲时流量、闲时流量包、非账单支付假日流量包、假日流量包、畅聊流量包、后向全国流量月包、赠送全国流量、套餐内全国流量、非账单支付流量加餐包、流量加餐包、包月流量包、后向全国流量季包、非账单支付季/半年/年包流量、季/半年/年包流量，超出后执行套外流量资费。具体扣减规则以省内为准，详询请致电10000。3.订购成功当日立即生效，流量有效期自受理成功当日（为第一自然日）至第二个自然日的24:00（支持跨月）。4.在此包未使用完前，申请新包，流量不合并，老流量包有效期不变，新流量包有效期按订购时间算。5.此包不参与套餐分享，副卡不可分享主卡订购的此包内流量，副卡可单独订购次包。6.包内流量，不计入套餐外流量及费用的封顶值计算。7.流量包内的剩余流量不参加次月结转。8.此流量包不能抵扣已经产生的套餐外流量。9.具体扣减规则以省内为准，详询请致电10000。10.不支持西藏、四川、江西用户订购。,['http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000D113CE2841634F179DCD8FE830F1E4BA.png'],"[{'url': 'http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000D113CE2841634F179DCD8FE830F1E4BA.png', 'path': 'full/c632fb37a73823ccc1cfdfe2fa04b0ff0ea45a02.jpg', 'checksum': 'b8c1a7e53c8b29247f8d8a036ec073d5', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/187361177622.html?intaid=jt-liuliang-dg-01,3天日包,非账单支付假日流量3天包201804 15元,￥15.00,三天包   15元3GB,适用范围1.适用于中国电信除时长型套餐、天翼20G/40G套餐等已发文明确不允许订购流量包的套餐以外的所有手机用户开放2.适用于预付费及后付费用户订购及生效规则1.流量包内流量，可用于4G、3G、2G上网方式，仅限于大陆地区使用，不含港澳台，不含WLAN（Wi-Fi）上网。2.流量抵扣顺序：定向流量包、视频流量包、赠送闲时流量、闲时流量包、非账单支付假日流量包、假日流量包、畅聊流量包、后向全国流量月包、赠送全国流量、套餐内全国流量、非账单支付流量加餐包、流量加餐包、包月流量包、后向全国流量季包、非账单支付季/半年/年包流量、季/半年/年包流量，超出后执行套外流量资费。具体扣减规则以省内为准，详询请致电10000。3.订购成功当日立即生效，流量有效期自受理成功当日（为第一自然日）至第三个自然日的24:00（支持跨月）；4.在此包未使用完前，申请新包，流量不合并，老流量包有效期不变，新流量包有效期按订购时间算。5.此包不参与套餐分享，副卡不可分享主卡订购的此包内流量，副卡可单独订购此包。6.包内流量，不计入套餐外流量及费用的封顶值计算。7.流量包内的剩余流量不参加次月结转。8.此流量包不能抵扣已经产生的套餐外流量。9.具体扣减规则以省内为准，详询请致电10000。10.不支持四川、西藏、江西用户订购。,['http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000FB188F263C9344FA8168CF396D52404E.png'],"[{'url': 'http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000FB188F263C9344FA8168CF396D52404E.png', 'path': 'full/d492bc333e050394f4e9a776f8f8bafdcbf676af.jpg', 'checksum': '98d1ecc99f458384e9ba49328248fd22', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/197361225818.html?intaid=hl-liuliang-xsd-02,500MB救急包,流量加餐包10元500MB/次,￥10.00,500MB/次,适用范围：1.适用于中国电信除时长型套餐、畅享套餐等已明确不允许订购流量包的套餐以外的所有手机用户开放；2.适用于预付费及后付费用户。使用规则：1.流量包内流量为国内流量，可用于4G、3G、2G上网方式，仅限于大陆地区使用，不含港澳台，不含WLAN（Wi-Fi）上网。2.流量抵扣顺序：定向流量包、畅享视频流量包、赠送闲时流量、闲时流量包、非账单支付假日流量包、1天流量包、3天流量包、7天流量包、30天流量包、畅聊流量包、后向全国流量月包、赠送全国流量、套餐内全国流量、非账单支付流量加餐包、流量加餐包、包月流量包、后向全国流量季包、非账单支付季/半年/年包流量、季/半年/年包流量、畅享升级包、畅享提速包，超出后执行套外流量资费，各省根据省内实际情况微调。具体扣减规则以省内为准，详询请致电10000。3.流量加餐包的包内流量及月功能费，不计入套餐外流量封顶及费用封顶值计算。其他规则：1.生效规则：新老用户均可订购，订购立即生效。订购当月功能费全额计扣，流量全额提供，有效期截止当月底（自然月）。2.不允许变更、退订。3.同一号码可以重复受理，订购次数以当地业务规则为准。4.流量加餐包不参与套餐分享，副卡不可分享主卡订购的流量加餐包内业务量，副卡可单独订购流量加餐包。5.当月剩余流量将无法结转至下月。6.此流量包不可抵扣用户号码已经超出套餐的流量。7.加餐包暂不支持省份：贵州（仅支持订购20元及40元）,['https://www.189.cn/images/2021/9/15/1/00000000235AA11631574DBB82F629E55FDE2A5A.png'],"[{'url': 'https://www.189.cn/images/2021/9/15/1/00000000235AA11631574DBB82F629E55FDE2A5A.png', 'path': 'full/f870b947941b0c277f4005200d44f1788af40b53.jpg', 'checksum': 'f89fad8ead6d063aaf7b55e4767316ed', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/197361231446.html?intaid=jt-liuliang-sbz-03,畅享提速包,电信畅享提速包10元,￥10.00,电信畅享提速包10元,,['https://www.189.cn/images/2019/4/19/1/00000000CF119C24193A4557ABDE4B57B10BED6D.png'],"[{'url': 'https://www.189.cn/images/2019/4/19/1/00000000CF119C24193A4557ABDE4B57B10BED6D.png', 'path': 'full/2152a2988f0162748cc81d817f34170333973c03.jpg', 'checksum': 'd9b251305530f0a7b9f744200e35e912', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/187361177601.html?intaid=hl-liuliang-sbz-02,7天假日包,非账单支付假日流量7天包20元,￥20.00,七天包   20元5GB,适用范围1.适用于中国电信除时长型套餐、天翼20G/40G套餐等已发文明确不允许订购流量包的套餐以外的所有手机用户开放2.适用于预付费及后付费用户订购及生效规则1.流量包内流量，可用于4G、3G、2G上网方式，仅限于大陆地区使用，不含港澳台，不含WLAN（Wi-Fi）上网。2.流量抵扣顺序：定向流量包、视频流量包、赠送闲时流量、闲时流量包、非账单支付假日流量包、假日流量包、畅聊流量包、后向全国流量月包、赠送全国流量、套餐内全国流量、非账单支付流量加餐包、流量加餐包、包月流量包、后向全国流量季包、非账单支付季/半年/年包流量、季/半年/年包流量，超出后执行套外流量资费。具体扣减规则以省内为准，详询请致电10000。3.订购成功当日立即生效，流量有效期自受理成功当日（为第一自然日）至第七个自然日的24:00（支持跨月）。4.在此包未使用完前，申请新包，流量不合并，老流量包有效期不变，新流量包有效期按订购时间算。5.此包不参与套餐分享，副卡不可分享主卡订购的此包内流量，副卡可单独订购此包。6.包内内流量，不计入套餐外流量及费用的封顶值计算。7.流量包内的剩余流量将无法结转至下月，包月费用每月将从您手机账单中自动扣除；8.此流量包不能抵扣已经产生的套餐外流量。9.具体扣减规则以省内为准，详询请致电10000。10.不支持西藏、四川、江西用户订购。,['http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000994271CCBA5F4570B9A209C7FE9423C3.png'],"[{'url': 'http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000994271CCBA5F4570B9A209C7FE9423C3.png', 'path': 'full/3003be1246df02c489be1b8ea264e810a0d3ee45.jpg', 'checksum': '8c7b5c34ecec6d408d29a9aefa8fd38d', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/197361225819.html?intaid=hl-liuliang-sbz-01,2GB救急包,流量加餐包20元2GB/次,￥20.00,2GB/次,适用范围：1.适用于中国电信除时长型套餐、畅享套餐等已明确不允许订购流量包的套餐以外的所有手机用户开放；2.适用于预付费及后付费用户。使用规则：1.流量包内流量为国内流量，可用于4G、3G、2G上网方式，仅限于大陆地区使用，不含港澳台，不含WLAN（Wi-Fi）上网。2.流量抵扣顺序：定向流量包、畅享视频流量包、赠送闲时流量、闲时流量包、非账单支付假日流量包、1天流量包、3天流量包、7天流量包、30天流量包、畅聊流量包、后向全国流量月包、赠送全国流量、套餐内全国流量、非账单支付流量加餐包、流量加餐包、包月流量包、后向全国流量季包、非账单支付季/半年/年包流量、季/半年/年包流量、畅享升级包、畅享提速包，超出后执行套外流量资费，各省根据省内实际情况微调。具体扣减规则以省内为准，详询请致电10000。3.流量加餐包的包内流量及月功能费，不计入套餐外流量封顶及费用封顶值计算。其他规则：1.生效规则：新老用户均可订购，订购立即生效。订购当月功能费全额计扣，流量全额提供，有效期截止当月底（自然月）。2.不允许变更、退订。3.同一号码可以重复受理，订购次数以当地业务规则为准。4.流量加餐包不参与套餐分享，副卡不可分享主卡订购的流量加餐包内业务量，副卡可单独订购流量加餐包。5.当月剩余流量将无法结转至下月。6. 此流量包不可抵扣用户号码已经超出套餐的流量。7.加餐包暂不支持省份：贵州（仅支持订购20元及40元）,['https://www.189.cn/images/2021/9/15/1/00000000EC94DC7D7E3948D6B1AF2171C32FE808.png'],"[{'url': 'https://www.189.cn/images/2021/9/15/1/00000000EC94DC7D7E3948D6B1AF2171C32FE808.png', 'path': 'full/cfe6372ce941e44d99db316b19d649444484fb3c.jpg', 'checksum': '92a0a87c88078a2296c22b230fafcca8', 'status': 'uptodate'}]"
各种职业,http://www.189.cn/products/197361177603.html?intaid=hl-liuliang-xsd-01,6GB深夜包,深夜流量包20元,￥20.00,6GB/月,"适用范围1.适用于中国电信除时长型套餐、天翼20G/40G套餐等已发文明确不允许订购流量包的套餐以外的所有手机用户开放2.适用于预付费及后付费用户订购及生效规则1.流量包内流量，可用于4G、3G、2G上网方式，仅限于大陆地区使用，不含港澳台，不含WLAN（Wi-Fi）上网。2.流量抵扣顺序：定向流量包、视频流量包、赠送闲时流量、闲时流量包、非账单支付假日流量包、假日流量包、、畅聊流量包、后向全国流量月包、赠送全国流量、套餐内全国流量、非账单支付流量加餐包、流量加餐包、包月流量包、后向全国流量季包、非账单支付季/半年/年包流量、季/半年/年包流量，超出后执行套外流量资费。具体扣减规则以省内为准，详询请致电10000。业务规则1. 该流量包为按月计费包，订购立即生效，在用户主动退订后次月失效；订购当月执行过渡期资费：月功能费按日计扣（订购当日到月底），费用四舍五入到分；包内流量按天折算，向上取整到 MB； 退订当月月底生效，变更次月生效。2. 使用时间为每日23:00-次日07:00（新疆、西藏除外）,总时长8小时；省份不同显示时间略有不同，详询10000号。3. 如是主副卡用户，需单独分别订购（主副卡之间不能共享）。 4. 包内流量为国内流量，仅限于大陆地区使用，不含港澳台，可用于 4G、3G、2G上网方式，不含WLAN（Wi-Fi）上网。  5. 每个号码只能订购一次。6. 此流量包不参与套餐分享，副卡不可分享主卡订购的流量包内流量，副卡可单独订购此流量包。 7. 此流量包不可抵扣用户号码已经超出套餐的流量。8.订购成功后，需重新开关移动数据上网功能，此流量包才能生效。9.暂不支持江西、山西用户订购。",['http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000D9D9BB0DD88643499A744FBD3B0D60AD.png'],"[{'url': 'http://image1.chinatelecom-ec.com/images/2018/4/26/1/00000000D9D9BB0DD88643499A744FBD3B0D60AD.png', 'path': 'full/ecfe29fc08fcccddbfd920076b65989fe89b7cf8.jpg', 'checksum': '5505aa8fde01c1fbeb1f613cf3c17b93', 'status': 'uptodate'}]"
